,yelping_since,compliments_plain,review_count,compliments_cute,compliments_writer,fans,compliments_note,compliments_hot,compliments_cool,compliments_profile,average_stars,compliments_more,elite,name,user_id,votes_cool,compliments_list,votes_funny,compliments_photos,compliments_funny,votes_useful
959,2009-03,11.0,143,1.0,5.0,20,6.0,13.0,15.0,1.0,3.78,1.0,"[2009, 2010, 2011, 2012, 2013]",Star,v6CGBT0OoLRht9dzo7vaXg,131,,89,3.0,3.0,308
960,2009-03,21.0,275,7.0,4.0,16,6.0,15.0,21.0,1.0,3.74,1.0,"[2010, 2011]",Elisa,7Kq73TWAMq8s5FAEfA5UfQ,127,1.0,179,3.0,3.0,308
961,2009-03,17.0,325,,3.0,13,9.0,4.0,11.0,,4.18,1.0,[],Monalisa,00pwvsiP3pYRwHtmuR9x8Q,132,,107,2.0,7.0,324
962,2009-03,16.0,354,,13.0,13,12.0,10.0,25.0,1.0,4.59,1.0,"[2009, 2010, 2011, 2012, 2013, 2014, 2015]",Gabriel,ZT4TSFJBi65gU6wTSaA_Gg,245,,115,2.0,3.0,500
963,2009-03,128.0,211,5.0,56.0,13,36.0,76.0,106.0,10.0,3.9,7.0,[2010],Allen,URvYSS0-flGXQbJN3FfzFw,478,4.0,377,38.0,14.0,680
964,2009-03,1812.0,307,216.0,266.0,81,553.0,885.0,938.0,186.0,3.64,101.0,"[2009, 2010, 2011, 2012, 2013]",Eugine,poYY5eAB5n7lyu_INGt9aA,3345,95.0,4469,188.0,1575.0,3489
965,2009-03,1095.0,5648,5.0,492.0,151,373.0,436.0,797.0,99.0,3.48,85.0,"[2010, 2011, 2012, 2013, 2014, 2015]",Bruce,VhI6xyylcAxi0wOy2HOX3w,21030,19.0,18955,549.0,357.0,24840
966,2009-03,20.0,215,,9.0,14,10.0,4.0,18.0,1.0,3.67,1.0,"[2011, 2012, 2013, 2014, 2015]",Steve,-D_AkQaEif-f3bzCxll5Mg,194,,248,1.0,7.0,585
967,2009-03,18.0,597,3.0,6.0,19,11.0,14.0,20.0,1.0,3.62,5.0,"[2010, 2011, 2012]",Lawrence,AMGipYGuwQxIIevfYYNp6g,154,2.0,177,8.0,10.0,617
968,2009-03,68.0,147,5.0,17.0,15,40.0,92.0,125.0,4.0,4.13,6.0,"[2014, 2015]",Farhana,VxEMoOnl29mppIUDXRyEIw,491,,360,8.0,26.0,649
969,2009-03,5.0,108,,2.0,3,5.0,17.0,13.0,,2.98,3.0,[],Chris,2FiNCj5rM3nF0qgaWf86Gg,147,1.0,224,,8.0,293
970,2009-03,10.0,126,,4.0,7,2.0,2.0,,,3.39,,[],Jamie,n3QsH8-JvL7GTWuSA9LTyw,70,,150,1.0,1.0,357
971,2009-03,43.0,63,,29.0,18,6.0,24.0,27.0,,3.25,5.0,"[2009, 2010, 2011]",James,eyPrLsFxRTKuVTz_c8EU3w,232,1.0,277,1.0,8.0,389
972,2009-03,12.0,279,1.0,3.0,14,7.0,13.0,18.0,,3.6,2.0,"[2010, 2011, 2012, 2013]",Christine,2l8rt0DwFiD-UAb303c0Dw,115,,122,3.0,5.0,421
973,2009-03,18.0,165,,3.0,10,5.0,1.0,6.0,1.0,3.81,3.0,[],Kath,3RIUi3PTMgHO3gjt-uHVZw,114,,175,,2.0,469
974,2009-03,27.0,186,,15.0,7,10.0,7.0,18.0,1.0,3.36,1.0,"[2012, 2013, 2014, 2015]",Chris,PpyAxHW6S2R1eiAuKdxqUA,127,,137,1.0,3.0,469
975,2009-03,1.0,211,1.0,4.0,7,2.0,,4.0,,3.56,,[],The,dqQ3lJS3xgfqnbcFPic2iA,115,,277,,2.0,586
976,2009-03,69.0,412,,17.0,10,21.0,8.0,34.0,1.0,3.62,2.0,"[2012, 2013, 2014, 2015]",Marcus,rR7bMULNZJGqEE7US-GD6w,277,1.0,281,5.0,12.0,682
977,2009-03,15.0,374,,5.0,7,14.0,19.0,13.0,,3.57,2.0,"[2009, 2010, 2011, 2012, 2013, 2014, 2015]",Eric,iBO2m9xXivsIbvFnZHsNvg,452,,433,2.0,7.0,746
978,2009-03,26.0,306,,20.0,14,30.0,13.0,47.0,,4.08,2.0,"[2014, 2015]",Erich,jrlz9Pfc02uYO_yURnJtTQ,978,,869,9.0,5.0,1300
979,2009-03,69.0,426,1.0,9.0,6,33.0,121.0,87.0,2.0,3.59,4.0,"[2010, 2011, 2012, 2013, 2014]",Sharee,6R2GLawHoTHjnj8YVYjQaw,588,,562,2.0,22.0,779
980,2009-03,20.0,406,1.0,17.0,16,9.0,13.0,39.0,1.0,3.95,3.0,"[2011, 2012, 2013, 2014, 2015]",Adam,Dw6wrTR7pcorzTPzOzbYow,517,1.0,552,3.0,13.0,843
981,2009-03,111.0,495,4.0,22.0,35,24.0,40.0,61.0,3.0,3.89,2.0,"[2009, 2010, 2011, 2012, 2013]",Sara,4Dqeb_NGFpLG1PJp7wqaJg,1366,3.0,1012,5.0,24.0,1814
982,2009-03,289.0,182,48.0,217.0,37,104.0,338.0,306.0,50.0,4.04,56.0,"[2010, 2011, 2012, 2013, 2014]",Mary,6qnJ6fUa-jDNKViTVcJy0A,1593,14.0,1527,71.0,194.0,1814
983,2009-03,417.0,409,116.0,251.0,63,191.0,539.0,705.0,149.0,3.96,133.0,"[2010, 2011, 2012, 2013]",Jan,wZougLAnwunlZ92tHbyZpg,3900,91.0,3796,177.0,367.0,4697
984,2009-03,76.0,460,1.0,43.0,28,29.0,6.0,46.0,1.0,3.39,5.0,[],Patrick,-lpG_qAY_GIAoe6wXnrOnw,685,9.0,652,3.0,24.0,1111
985,2009-03,,148,,,2,,,2.0,,3.1,,[],JT,9OnmIA__-Sx4QbGouPjzqQ,29,,30,,,131
986,2009-03,2.0,61,,,3,,,2.0,,3.59,1.0,[],shane,GOrTpreD-4_N0iaq0dIerA,48,,44,,,131
987,2009-03,1.0,78,,4.0,4,1.0,3.0,6.0,,3.9,1.0,[],Jackie,DuFUQ782Nl3LFpjjp2Sw1Q,73,,22,1.0,,131
988,2009-03,,112,,,4,2.0,,1.0,,3.42,,[],Rob,3TFoKzJT6fOFglK8cnOthw,60,,323,,2.0,139
989,2009-03,3.0,141,,2.0,3,,,3.0,,3.5,1.0,[],Misskay,zYYjXEeFmQMp9a3d4d3LDA,39,,48,,,147
990,2009-03,2.0,125,,1.0,2,2.0,4.0,2.0,,3.69,,"[2010, 2011, 2012]",Laura,go4NMPw1FlpGomaBJCEviw,57,,72,2.0,1.0,155
991,2009-03,3.0,169,,,6,6.0,1.0,3.0,1.0,3.91,,"[2013, 2014, 2015]",Doug,Sjq-s7w_BpYw_uBZ11YzaQ,74,,71,,2.0,163
992,2009-03,2.0,78,,5.0,4,2.0,,,,3.46,1.0,[],Eve,ioslL4sV4BpaRVeHgYXqHw,24,,25,,,171
993,2009-03,8.0,595,,2.0,2,5.0,1.0,4.0,,3.95,2.0,[],bobby,Ty2QGeDJsV9zp9GmlXrCrQ,87,,140,1.0,2.0,195
994,2009-03,8.0,277,10.0,3.0,8,5.0,11.0,27.0,,3.82,6.0,[],Brett,B3oCDlO3uBUrFQu-xmr6uQ,109,,111,3.0,18.0,203
995,2009-03,4.0,58,,3.0,6,7.0,2.0,5.0,,3.73,1.0,"[2013, 2014]",Nicki,rRiBDH2U_IlydXTh2a81Rg,75,,83,8.0,6.0,227
996,2009-03,18.0,200,1.0,4.0,6,5.0,9.0,21.0,1.0,4.03,,[2011],Hanan,6QjJo8rmzEnj4HWd39N-AA,102,,141,,12.0,227
997,2009-03,11.0,141,1.0,6.0,10,1.0,6.0,7.0,,3.49,,[],Jessica,nmKBgisvLdD0VJ8yvwW2SQ,101,,168,1.0,10.0,227
998,2009-03,12.0,125,4.0,1.0,9,6.0,14.0,16.0,2.0,4.11,1.0,"[2010, 2011]",Kat,1GL8b9uNkrk3Udq5gSIIFA,120,,89,,,227
999,2009-03,18.0,152,3.0,5.0,5,3.0,26.0,35.0,1.0,3.94,2.0,[2009],Rene,K1SWdTBkpGiMgoXvzsG_Rg,182,,168,,22.0,243
1000,2009-03,10.0,106,,13.0,6,4.0,8.0,22.0,,3.85,,"[2012, 2013, 2014]",Stacy,4YcM3TwgotaCZDtulBRAUw,70,,34,,2.0,262
1001,2009-03,39.0,83,,10.0,15,9.0,11.0,64.0,1.0,3.97,,"[2014, 2015]",Andrew,ia-Bk0oHTcutM7_Kq6Jrlw,182,,107,,11.0,294
1002,2009-03,12.0,300,4.0,11.0,20,18.0,27.0,13.0,1.0,3.66,5.0,"[2013, 2014, 2015]",Hanh,CUxdrNZr9WOIJLoh6ez-6Q,153,,117,2.0,11.0,390
1003,2009-03,12.0,193,1.0,11.0,33,6.0,3.0,9.0,,4.1,2.0,[2015],Nancy,AZKtPUD_2hl8Xzv1_dpyrg,282,,228,4.0,2.0,486
1004,2009-03,17.0,410,1.0,8.0,16,12.0,11.0,23.0,2.0,3.77,7.0,"[2009, 2010, 2011, 2012, 2013, 2014, 2015]",Lauren,q2-ChmmfcAnGg9hTlCxwSw,244,2.0,200,4.0,10.0,556
1005,2009-03,27.0,527,2.0,27.0,24,17.0,22.0,28.0,3.0,3.73,5.0,"[2009, 2010, 2011, 2012, 2013, 2014, 2015]",Elizabeth,ejzj6qsHZvcRAFM-0xcmlQ,288,1.0,188,13.0,6.0,716
1006,2009-03,25.0,292,1.0,29.0,18,20.0,12.0,19.0,1.0,3.39,7.0,"[2010, 2011, 2015]",Jenny,Q8NIOE5NqldUo5bxXT2Qig,291,,382,2.0,14.0,844
1007,2009-03,284.0,843,45.0,221.0,253,123.0,505.0,282.0,27.0,3.91,49.0,"[2010, 2011, 2012, 2013, 2014, 2015]",Michelle,uPcR2D5dyvLlgvdEMgitUg,2659,10.0,2331,134.0,136.0,3761
1008,2009-03,216.0,259,1.0,111.0,18,82.0,183.0,397.0,4.0,3.75,9.0,"[2012, 2013, 2014, 2015]",Mark,hyY4BZMobAKCYJ5NBkrPEw,1004,2.0,618,48.0,112.0,1369
1009,2009-03,88.0,1189,6.0,47.0,42,46.0,53.0,85.0,6.0,3.72,7.0,"[2010, 2011, 2012, 2013, 2014, 2015]",Sarah,9W_MeofBxF0lEzdKQMN9uQ,791,1.0,738,15.0,19.0,1625
1010,2009-03,24.0,255,,6.0,12,15.0,38.0,45.0,2.0,3.67,1.0,"[2009, 2010]",Kathryn,iEPB9z7DZazA85706nrejA,499,7.0,236,,6.0,717
1011,2009-03,148.0,403,1.0,57.0,10,45.0,56.0,168.0,2.0,4.0,5.0,"[2011, 2012, 2013, 2014, 2015]",Shea,SMQnqiSx7LiCXH2gRHLSTw,727,6.0,313,5.0,21.0,877
1012,2009-03,35.0,467,1.0,36.0,25,26.0,32.0,49.0,4.0,3.68,8.0,"[2011, 2012, 2013, 2014, 2015]",Beverly,b9QBjszuYDGSF4kfVYhXrw,390,7.0,288,14.0,11.0,909
1013,2009-03,33.0,283,8.0,33.0,81,16.0,37.0,48.0,2.0,3.89,7.0,"[2014, 2015]",Ann,PFPrFXmDZCOYwFO6zQJZwg,678,1.0,513,11.0,10.0,1114
1014,2009-03,31.0,1036,,18.0,24,19.0,7.0,41.0,3.0,3.05,8.0,"[2010, 2011, 2012, 2013, 2014, 2015]",Jeff,hedOECpUoqK0wkodLk-rqg,500,1.0,737,2.0,19.0,1178
1015,2009-03,31.0,69,3.0,42.0,13,15.0,63.0,79.0,3.0,4.03,5.0,"[2009, 2010, 2011]",Allie,Q3UtLFrrKOITXzE7jZEywg,259,,226,1.0,7.0,295
1016,2009-03,13.0,390,4.0,8.0,9,8.0,11.0,12.0,1.0,3.93,2.0,"[2009, 2010, 2011, 2012]",Jean,sTUDr28hOStLZnvPvOukWA,144,1.0,91,,1.0,359
1017,2009-03,8.0,144,1.0,6.0,5,1.0,2.0,4.0,1.0,3.91,3.0,[2010],francis,cpP2S6JW17vfoO0diyMTkw,205,,219,,,359
1018,2009-03,25.0,252,1.0,6.0,4,12.0,12.0,16.0,,3.44,1.0,[],Phuong,h4PjSpYxSE8t5I_h846yZA,230,1.0,153,1.0,1.0,455
1019,2009-03,15.0,305,1.0,11.0,12,5.0,7.0,13.0,,4.1,2.0,"[2011, 2012, 2013, 2014, 2015]",George,aIAjAU-6NH583EkQ6E9KRw,218,,117,2.0,4.0,455
1020,2009-03,233.0,618,1.0,30.0,13,73.0,125.0,219.0,11.0,4.05,4.0,"[2010, 2011, 2012, 2013, 2014, 2015]",Robert,t3ZNOFCOa_borta788Mqhg,643,,356,24.0,37.0,782
1021,2009-03,34.0,324,2.0,30.0,22,21.0,45.0,47.0,2.0,3.72,7.0,"[2010, 2011, 2012, 2013, 2014, 2015]",Jill,eD9VAnbyW3a1Vg3bfLoX9w,435,3.0,211,11.0,9.0,878
1022,2009-03,36.0,404,,22.0,12,13.0,13.0,30.0,1.0,3.18,2.0,"[2010, 2011, 2012, 2013, 2014, 2015]",Ariel,Z2D5iTTOIN4UGP0Kb_T5hA,397,,587,3.0,9.0,1006
1023,2009-03,297.0,365,36.0,91.0,65,121.0,306.0,292.0,17.0,4.03,13.0,"[2009, 2010, 2011, 2012, 2013]",Devon,09lI5bjAVH8_PUQctCF1Vg,1515,11.0,1563,34.0,217.0,2012
1024,2009-03,66.0,483,3.0,19.0,15,42.0,212.0,173.0,,3.64,7.0,"[2009, 2010, 2011]",Bri,W_QXYA7A0IhMrvbckz7eVg,1015,4.0,864,4.0,23.0,1567
1025,2009-03,1.0,69,,,2,1.0,,3.0,1.0,3.85,,[],Kae,A43-1F1F3KEdACWlBHD9lQ,12,,7,,1.0,35
1026,2009-03,2.0,50,,,1,3.0,2.0,1.0,,3.85,,[],Cyndie,sXoHdE5PlwgQM0f-2b5I6g,19,,26,,1.0,35
1027,2009-03,2.0,68,1.0,,2,1.0,,1.0,,3.86,,[],ST1223,9Z6iNTQhs_iPd40Jr1ao5Q,11,,6,,,35
1028,2009-03,7.0,27,,,6,1.0,,,,4.58,,[],Candy,rvL6tIP-WT54fVYQqT9N8Q,14,,7,,,35
1029,2009-03,,29,,,0,1.0,,,,3.21,,[],Fred,B64o8E3aAADpCuWZ8jYfyQ,11,,11,,,35
1030,2009-03,1.0,41,,1.0,0,,,1.0,,4.17,1.0,[],Harrison,EgMGT89eK7ZcEIfk_SkkLw,14,,3,,,35
1031,2009-03,1.0,47,,,1,2.0,1.0,1.0,,4.27,1.0,[],Erica,5jLRpxs50y6cncoQhXBQIA,23,,13,,,35
1032,2009-03,,29,,4.0,0,1.0,1.0,1.0,,4.13,,[],C,5BLCzl3Wp_Aws6Mdkqj_uA,14,,16,,1.0,35
1033,2009-03,,29,,,0,,,,,4.17,,[],Tara,hBCAZZ-DP7T7PPLSEdaMWQ,17,,7,,,37
1034,2009-03,1.0,22,,,2,,,,,3.22,,[],Robert,JU4BTS__nQV9H_AyYSizcg,10,,6,,,37
1035,2009-03,,54,,1.0,2,1.0,,2.0,,4.0,,[],Brandon,HFn8KX3RQWgOkD699hRUYA,12,,9,,,37
1036,2009-03,,18,,1.0,1,,,,,2.43,,[],antonio,MwkJQ0nZJhCkj0zO2iJQOA,4,,11,,,37
1037,2009-03,,31,,,0,1.0,,,,3.16,,[],Essayon,gmyNNsMPYk0juoOA6_JNIg,15,,25,,,37
1038,2009-03,,41,,,0,1.0,,,,3.22,1.0,[],Jake,NTPfwNafrXqH0OK796l6lw,16,,30,,,37
1039,2009-03,4.0,85,,,0,,,,,3.17,,[],Andrew,V0draO6X63kk9SUjOz5iEg,5,,10,,,39
1040,2009-03,,39,,,1,,,,,3.46,,[],Moses,0Teo0yeF4aMYow0d6Db-4w,14,,15,,,39
1041,2009-03,,17,,1.0,3,,1.0,,,3.76,1.0,[],Kristi,4VYCB5FzbCACKBdzf2neVA,12,,9,,1.0,39
1042,2009-03,1.0,61,,,1,,,1.0,,3.61,,[],Melissa,PMxkVW6V9cWYOVs0gwwzWg,10,,9,,,39
1043,2009-03,,35,,1.0,0,,,1.0,,4.03,,[],Fresh,ALEGrLUIRxaUn_rRdrEANA,16,,8,,1.0,39
1044,2009-03,1.0,68,,,1,,2.0,2.0,,3.57,2.0,[],Danny,Ainu-lsYvNpLNbCB-AGgmg,17,,19,,1.0,39
1045,2009-03,3.0,39,2.0,,2,1.0,1.0,1.0,,4.5,,[],Jocelyn,5EDmMATaQohZOg-6Z7C8HQ,7,,0,,,41
1046,2009-03,,20,,,0,,,,,1.45,,[],Scott,3rWpwbjjCyxU1oN52UiIJQ,2,,13,,,41
1047,2009-03,1.0,61,,1.0,1,,,,,3.44,,[],Linda,f1RnvVt3wlZFQ-GKb-BlUw,11,,13,,,41
1048,2009-03,1.0,30,,2.0,1,1.0,,1.0,,4.63,,[],Michael,uESYH__FsvzUzPR2Kfhq3A,19,,18,,,41
1049,2009-03,1.0,43,,1.0,0,2.0,,,,4.14,,[],Chaz,1_T1Q7r4a7iRDvbxgACKXA,9,,11,,,43
1050,2009-03,,73,,1.0,1,,,,,4.23,1.0,[],Amanda,1-2HeS0eNBPyxWFRzVQYxg,8,,12,,,43
1051,2009-03,1.0,25,,1.0,1,1.0,1.0,1.0,,4.58,,[],Corey,oERfYLY8vainWu5m1ZQS2w,18,,7,,,43
1052,2009-03,1.0,36,,,3,,,1.0,,3.47,,[],Fareeda,x-PBDEOTcRhjrpnmFEsrfQ,18,,26,,1.0,43
1053,2009-03,1.0,39,,1.0,3,,1.0,,,3.6,,[],Jessika,-eIsz3-MIQT6ueiM4MusHg,17,,16,,1.0,43
1054,2009-03,,19,,,1,,,,,4.16,,[],Michele,OisLQe2i4tpHtebTID3hwg,3,,17,,,43
1055,2009-03,,16,,,1,,,,,3.21,,[],Taz,4qz2RVLmSJiyif4rX-n5Gw,8,,11,,,43
1056,2009-03,1.0,29,,3.0,1,,1.0,1.0,,4.0,1.0,[],Justin,pclV7O3_UziW3Uj8YqXqxw,12,,21,,1.0,43
1057,2009-03,3.0,44,,,2,1.0,,3.0,,3.22,,[],E.,emW9Xp7el4S1itI0aGwSvQ,6,,9,,,43
1058,2009-03,1.0,48,,1.0,1,,,1.0,,3.59,,[],Jason,1y9X99C5iYLq6XJI4Q5Mng,20,,23,,,43
1059,2009-03,1.0,30,,1.0,0,,1.0,2.0,,4.3,,[],Maura,xZPNWCrsyOQ8sxer94CKqA,23,,9,1.0,,43
1060,2009-03,,42,,1.0,0,,,,,3.18,,[],Karissa,Wah-GzGtbA6OeCGiJHjDVQ,8,,11,,1.0,43
1061,2009-03,3.0,26,,1.0,2,2.0,,1.0,,3.77,,[],Tommy,9KNhEex2ShNi6DqWtJFVTA,20,,30,,2.0,45
1062,2009-03,1.0,21,,1.0,1,1.0,,1.0,,3.9,,[],Amber,7PXF0SUJfYyUrb3B73Ctpw,25,,20,1.0,,45
1063,2009-03,,25,,,0,1.0,,,,2.73,,[],ken,NAd-MPYCSp8ZYEY9HIVkeg,5,,11,,,45
1064,2009-03,,58,,,2,,1.0,3.0,,3.76,,[],Steve,73AqM0vFKiDDyV4tuF-FFQ,12,,10,,,45
1065,2009-03,1.0,38,,,1,,,,,3.67,,[],Jason,AHV5hJ1Y-pOwgMHBNnKPlg,14,,5,,,45
1066,2009-03,2.0,33,,,1,2.0,2.0,1.0,,3.97,,[],Cassidy,EXBOkXWPNYZk5HFBg5NbTQ,17,,16,,2.0,45
1067,2009-03,,25,,1.0,1,1.0,,,,4.27,,[],Jenny,D2yCJ8dq_IfLUqUq24cK9w,9,,10,,1.0,45
1068,2009-03,2.0,18,,2.0,1,,,,,3.5,,[],Emily,xcYrp1XXDe2kPQO9D7kL1g,23,,37,1.0,1.0,45
1069,2009-03,2.0,41,,,2,2.0,,,,4.0,,[],Melanie,cBdI8rscJU91JVWjXBUUDQ,15,,10,,,47
1070,2009-03,2.0,56,,,1,1.0,,1.0,,4.17,,[],Shane,lerk-SVCPQCHxEiiSGjiAg,4,,7,,,47
1071,2009-03,1.0,50,,,2,,,,,3.91,,[],Nancy,DSGUlF0PCQJ8vvgkip8NYw,11,,8,,,47
1072,2009-03,,23,,1.0,3,,,1.0,,4.52,,[],Blakely,hSPiMXDzX_A7lBQ_dn3LWA,8,,3,,,47
1073,2009-03,4.0,59,1.0,,2,1.0,1.0,,,3.54,3.0,[],Lisa,Yc3D61Zwn16s89JnGJrB0g,24,,33,,4.0,47
1074,2009-03,8.0,40,,,2,1.0,,,,3.54,,[],Brian,sQxEo-ds5Ybk-eW7v7Oe7A,17,,12,,2.0,47
1075,2009-03,,10,,,2,,,,,4.1,,[],Ryan,U92dv5SIVry01TVOtWgj9A,11,,9,,,47
1076,2009-03,1.0,96,,,1,,1.0,,,3.7,,"[2013, 2014, 2015]",Nick,FR-cyuNtXBqAnCcR6z1OjQ,26,,13,,,47
1077,2009-03,4.0,65,4.0,,4,4.0,3.0,3.0,,4.19,,[],Samira,RjGgVzhCC1mkyQ-QQ8Qefw,21,,10,2.0,,49
1078,2009-03,,26,,,1,,,,1.0,3.38,,[],Lexxi,ra6unsCIN98a_W1ebEKY1g,7,,5,,,49
1079,2009-03,3.0,48,,,3,,1.0,1.0,1.0,4.21,2.0,[],Matthew,lT_fRzP3c3aGxtvll60MLQ,10,,4,,,49
1080,2009-03,,47,,,1,1.0,,,,4.16,,[],David,5lp2uMmGyzrTWu48YWFFUw,19,,18,,,49
1081,2009-03,1.0,78,,,2,2.0,2.0,,,4.08,,[],Ambri,IRfn7PbJQ0MLxTAVylZrWA,22,,7,,1.0,49
1082,2009-03,,27,,,1,,,,,3.74,,[],Hungry,Tc9rzrDGL2JK8ltbPNvwKQ,18,,8,,,49
1083,2009-03,6.0,55,,1.0,0,,,1.0,,3.68,,[],Scotty,9aSpkLFEhy1IxgpzjwqpoQ,17,,22,,6.0,51
1084,2009-03,,18,,,2,,,,,2.58,,[],steven,vtGhweamrQEd9bYqNQz-hQ,7,,9,,,51
1085,2009-03,2.0,50,1.0,1.0,1,,,1.0,,4.02,1.0,[],jinny,8cGQy9ggYC_fcrmlEDyIXg,23,,38,,3.0,51
1086,2009-03,1.0,114,,,2,,,,,3.11,,[],Sara,hlTcyfT2gBsNCiMOqz1xgg,9,,18,,1.0,51
1087,2009-03,,19,,,0,,,,,4.0,1.0,[],Nichole,HoQE5XG9hLyFYU3VJocjgw,11,,3,,,53
1088,2009-03,,27,,1.0,1,,1.0,1.0,,3.25,,[],Anais,Ea4313CXouBO_oN70QesjQ,26,,18,,1.0,53
1089,2009-03,,42,,,0,,,,,4.05,,[],Lisa,cuYI6W37dHhN6P0yIrTPTw,10,,19,,,53
1090,2009-03,1.0,43,,,0,1.0,,,,3.98,,[],Barefoot,tDwgBEXNESccshqB_fnw5g,21,,11,,,53
1091,2009-03,3.0,47,,1.0,2,3.0,1.0,1.0,,4.41,2.0,[],Lynn,WFYrfDx80NQSEbzHeEUGMA,24,,17,,4.0,55
1092,2009-03,1.0,40,,2.0,1,,,2.0,,3.87,,[],Vanessa,__N7qbHbgF4xvqcTkiSrsQ,14,,9,,,55
1093,2009-03,,35,,,1,,,1.0,,3.22,1.0,[],Simone,JhTXWz8o8Ar5yuB66lDySA,12,,12,,,55
1094,2009-03,1.0,35,,1.0,1,1.0,,,,2.82,1.0,[],Stephanie,hC3XkU_GzvypLHfkX6770g,22,,19,,1.0,59
1095,2009-03,1.0,36,,,2,2.0,1.0,,,3.89,,[],Paul,EP0rHr-j2kESLcTZwfxpCQ,13,,7,,,59
1096,2009-03,7.0,24,,1.0,3,1.0,,1.0,1.0,3.86,,[],Tony,KW0Nq1aGGLeP5XpvTQPshg,22,,5,,,59
1097,2009-03,,36,,1.0,0,,,,,2.83,,[],S,RL9bXO8nwTq4gM2kU08ieg,7,,16,,,59
1098,2009-03,,44,,,2,,,,,3.45,,[],Sean,NxnZYkszWlH1GNEGv0ZSjg,23,,18,,,59
1099,2009-03,,52,,1.0,0,1.0,,,,3.76,,[],Mike,U7QQF7aPfn9iVos5S2lB_w,13,,9,,,59
1100,2009-03,2.0,32,,,2,2.0,,2.0,,3.36,,[],Rachelle,Cnz5MG6ei6EFotekIvMJHA,8,,12,,,61
1101,2009-03,,52,,,1,1.0,,,,3.4,,[],Amy,s2BxL6Xyl-kTdnOFNbW_Ww,15,,8,,1.0,61
1102,2009-03,1.0,35,,1.0,0,1.0,,,,3.67,,[],Jeff,LBxKOF8quwVGiqUqWiEEaQ,28,1.0,11,,,61
1103,2009-03,2.0,16,,,2,,1.0,,,3.94,,[],Jasmine,yQvF-xuVyEiwV9vzenuJTQ,17,,18,,,63
1104,2009-03,15.0,32,3.0,5.0,4,12.0,17.0,9.0,3.0,4.72,2.0,[],Michelle,UHOFZkgIvb8sn3RSPMXMSQ,43,,4,3.0,3.0,63
1105,2009-03,1.0,23,,1.0,0,1.0,,,,3.24,,[],Ahwatukee,ci5Z94G1ik7Kbq9PxOStGQ,6,,2,,,63
1106,2009-03,2.0,35,,1.0,1,2.0,,1.0,,3.11,,[],Sasha,qp44GMkgpcDA59ln0rfWww,16,,76,,3.0,63
1107,2009-03,,45,,,1,1.0,1.0,1.0,,3.83,,[],Steven,R0ekUK-osGP9AoUtyrAEUw,16,,25,,,63
1108,2009-03,1.0,73,,,0,2.0,4.0,1.0,,3.88,2.0,[],Linh,C9EC1SHNx4hslEIZvnbmxQ,33,,32,,7.0,63
1109,2009-03,2.0,78,1.0,2.0,0,3.0,,5.0,,4.22,,[],Misty,BsPxyog2Q55Imu-5Ed-Gmg,40,,24,,4.0,63
1110,2009-03,2.0,21,,2.0,7,1.0,7.0,5.0,,3.29,1.0,[],Kp,5t_xSiZiIsHdrg0DF0EC3A,37,,24,,2.0,66
1111,2009-03,,63,,,5,,,2.0,,3.92,1.0,[],Jenny,5kLw-ySr1tT0Pw1rbqVA3Q,33,,7,,1.0,66
1112,2009-03,1.0,38,,,0,1.0,,1.0,,3.34,,[],Sunny,KWLpwr7BCgiJ17xeKQvXvQ,7,,7,,,66
1113,2009-03,,59,,1.0,1,,,2.0,,4.33,,[],fran,ZCtQ3fXUp4DeDMlJZepDkw,27,,31,,,70
1114,2009-03,1.0,164,,,0,,,,,3.94,,[],AKA,mr5Q2iibh6CeJVlg680elg,22,,18,,,70
1115,2009-03,5.0,22,,1.0,3,2.0,2.0,3.0,,3.39,,[],Shanna,tdYgep7-RzQAn7Pv9nP0Og,39,,29,,,70
1116,2009-03,,21,,1.0,0,1.0,,,,4.05,,[],Nicole,K_gNqlirV0kppqCGnfGiOQ,32,,4,,,70
1117,2009-03,1.0,33,,,1,1.0,,,,4.19,,[],Steve,GzN5oxPYi3fH-6LwK8p20g,15,,11,,2.0,70
1118,2009-03,1.0,70,,,2,1.0,,2.0,,3.95,2.0,[],Adam,7-RXlQ28ZiQvgQp7WCEQAg,29,,58,1.0,2.0,70
1119,2009-03,,43,,2.0,1,1.0,1.0,3.0,,3.17,2.0,[],Marie,QPELIfgyim9vScZ-QfkqHA,40,,81,1.0,6.0,70
1120,2009-03,2.0,52,,,2,,,,,3.74,,[],Rhodes,cNsnlwttZayWcIf0IVcZYg,21,,21,,,74
1121,2009-03,3.0,16,1.0,,2,,1.0,,,2.75,,[],Falynn,As9N51A__ZGQV2P_Dy7jIw,23,,36,,1.0,74
1122,2009-03,2.0,212,,3.0,3,1.0,1.0,2.0,,3.79,1.0,[],Catherine,GsKC-FvrX6O6sPIChHK9Yw,35,,16,,1.0,74
1123,2009-03,1.0,66,,4.0,2,,3.0,,,3.87,1.0,[],Dianna,8_7jfEA-SHdt3MEDLEBpbQ,73,,17,4.0,,74
1124,2009-03,1.0,52,,1.0,1,1.0,,1.0,,3.12,,[],Jonnie,aT0D5McXVZC3yCeWWWG6bA,24,,67,,2.0,78
1125,2009-03,,22,,,4,2.0,1.0,1.0,,3.96,2.0,[],Alice,fHA1SXJGaEiwEOpjrcaNpQ,13,,47,,,78
